smiles,CAS_number,formula,IUPAC_Name,property,temperature,value,smiles_base
CCC(C)=C(C)CC,19550-87-9,C8H16,"3,4-dimethyl-cis-3-hexene",octanol_water_partition_coefficient,-,4.93
CCCC(C)C(C(C)C)C(C)C,62185-41-5,C12H26,"2,4-dimethyl-3-isopropylheptane",octanol_water_partition_coefficient,-,7.33
CC(C)C(C)(C(C)C)C(C)O,66719-50-4,C10H22O,"3,4-dimethyl-3-isopropyl-2-pentanol",octanol_water_partition_coefficient,-,3.25
CCC(C)CC(C(C)C)C(C)C,62185-43-7,C12H26,"2,5-dimethyl-3-isopropylheptane",octanol_water_partition_coefficient,-,7.28
Cc1cccc(C(C)C)c1C,22539-65-7,C11H16,"1,2-dimethyl-3-isopropylbenzene",octanol_water_partition_coefficient,-,4.54
CCC(C)C(C(C)C)C(C)C,61868-65-3,C11H24,"2,4-dimethyl-3-isopropylhexane",octanol_water_partition_coefficient,-,6.93
CCCCC(C(C)C)C(C)(C)C,62185-37-9,C12H26,"2,2-dimethyl-3-isopropylheptane",octanol_water_partition_coefficient,-,7.28
CCCC(C)(C(C)C)C(C)C,61868-64-2,C11H24,"2,3-dimethyl-3-isopropylhexane",octanol_water_partition_coefficient,-,7.04
CCCC(C(C)C)C(C)(C)C,61868-63-1,C11H24,"2,2-dimethyl-3-isopropylhexane",octanol_water_partition_coefficient,-,6.86
CC(C)CC(C(C)C)C(C)C,61868-66-4,C11H24,"2,5-dimethyl-3-isopropylhexane",octanol_water_partition_coefficient,-,6.81
CC(C)C(CCO)C(C)(C)C,66719-5I-5,C10H22O,"4,4-dimethyl-3-isopropyl-1-pentanol",octanol_water_partition_coefficient,-,3.25
OC(C(C)C)(C(C)C)C(C)C,51200-83-0,C10H22O,"2,4-dimethyl-3-isopropyl-3-pentanol",octanol_water_partition_coefficient,-,3.54
CC(C)CCCC(O)C(C)C,66719-55-9,C10H22O,"2,7-dimethyl-3-octanol",octanol_water_partition_coefficient,-,3.53
CCCCCC(O)C(C)(C)C,19841-72-6,C10H22O,"2,2-dimethyl-3-octanol",octanol_water_partition_coefficient,-,3.52
CCCC(C)CC(C)(O)CC,56065-42-0,C10H22O,"3,5-dimethyl-3-octanol",octanol_water_partition_coefficient,-,3.5
CCC(C)CCC(C)(O)CC,151-19-9,C10H22O,"3,6-dimethyl-3-octanol",octanol_water_partition_coefficient,-,3.48
CC(C)CCN(C)C,2315-43-7,C7H17N,dimethyl-3-methylbutylamine,octanol_water_partition_coefficient,-,1.86
CC(C)C(C(C)C)C(C)C,13475-79-1,C10H22,"2,4-dimethyl-3-isopropylpentane",octanol_water_partition_coefficient,-,5.07
CC(C)CCC(C(C)C)C(C)C,62185-45-9,C12H26,"2,6-dimethyl-3-isopropylheptane",octanol_water_partition_coefficient,-,7.3
OC(CCCC(C)C)(CC)C,78-69-3,C10H22O,"3,7-dimethyl-3-octanol",octanol_water_partition_coefficient,-,3.58
OC(C(C)(C)C)CC,3970-62-5,C7H16O,"2,2-dimethyl-3-pentanol",octanol_water_partition_coefficient,-,1.71
CCCCCC(C)(O)C(C)C,19781-10-3,C10H22O,"2,3-dimethyl-3-octanol",octanol_water_partition_coefficient,-,3.4
CCC(C)(O)C(C)C,595-41-5,C7H16O,"2,3-dimethyl-3-pentanol",octanol_water_partition_coefficient,-,1.81
CCCCC(C)(C(C)C)C(C)C,62185-39-1,C12H26,"2,3-dimethyl-3-isopropylheptane",octanol_water_partition_coefficient,-,7.5
CCC(C)(C)C(CC)(CC)CC,62184-96-7,C12H26,"3,3-dimethyl-4,4-diethylhexane",octanol_water_partition_coefficient,-,7.67
CCCc1cccc(C)c1C,17059-44-8,C11H16,"1,2-dimethyl-3-propylbenzene",octanol_water_partition_coefficient,-,4.71
CCC(=O)C(C)(C)C,564-04-5,C7H14O,"2,2-dimethyl-3-pentanone",octanol_water_partition_coefficient,-,1.46
OC(C(C)C)C(C)C,600-36-2,C7H16O,"2,4-dimethyl-3-pentanol",octanol_water_partition_coefficient,-,1.78
O=C(C(C)C)C(C)C,565-80-0,C7H14O,"2,4-dimethyl-3-pentanone",octanol_water_partition_coefficient,-,1.86
CCC(CC)C(O)C(C)(C)C,66719-47-9,C10H22O,"2,2-dimethyl-4-ethyl-3-hexanol",octanol_water_partition_coefficient,-,3.35
CCC(CC)N(C)C,18636-94-7,C7H17N,dimethyl-3-pentylamine,octanol_water_partition_coefficient,-,1.92
CCC(CC)(CC)CC(C)(C)C,62184-89-8,C12H26,"2,2-dimethyl-4,4-diethylhexane",octanol_water_partition_coefficient,-,7.48
CCC(C)(CC)C(O)C(C)C,66719-48-0,C10H22O,"2,4-dimethyl-4-ethyl-3-hexanol",octanol_water_partition_coefficient,-,3.35
CCCC(O)(C(C)C)C(C)C,,C10H22O,"2,4-dimethyl-3-propyl-3-pentanol",octanol_water_partition_coefficient,-,3.28
CCSC(C)(C)C,14290-92-7,C6H14S,"2,2-dimethyl-3-thiapentane",octanol_water_partition_coefficient,-,2.53
CC[C@@H]1C[C@H](C)[C@H](C)C1,62016-64-2,C9H18,"1,cis-2-dimethyl-cis-4-ethylcyclopentane",octanol_water_partition_coefficient,-,5.47
CCC(CC)(CC)C(C)C(C)C,62184-91-2,C12H26,"2,3-dimethyl-4,4-diethylhexane",octanol_water_partition_coefficient,-,7.56
CC[C@H]1C[C@H](C)[C@H](C)C1,62016-65-3,C9H18,"1,cis-2-dimethyl-trans-4-ethylcyclopentane",octanol_water_partition_coefficient,-,5.47
CCC1C[C@@H](C)[C@H](C)C1,62016-66-4,C9H18,"1,trans-2-dimethyl-cis-4-ethylcyclopentane",octanol_water_partition_coefficient,-,5.3
CC[C@H]1[C@H](C)C[C@H](C)C1,,C9H18,"1,cis-3-dimethyl-trans-4-ethylcyclopentane",octanol_water_partition_coefficient,-,5.22
CC[C@@H]1[C@@H](C)C[C@H](C)C1,,C9H18,"1,trans-3-dimethyl-cis-4-ethylcyclopentane",octanol_water_partition_coefficient,-,6.46
CC[C@H]1[C@@H](C)C[C@H](C)C1,,C9H18,"1,trans-3-dimethyl-trans-4-ethylcyclopentane",octanol_water_partition_coefficient,-,5.42
CCCC(CC)CC(C)(C)C,62016-46-0,C11H24,"2,2-dimethyl-4-ethylheptane",octanol_water_partition_coefficient,-,6.77
CC[C@@H]1[C@H](C)C[C@H](C)C1,,C9H18,"1,cis-3-dimethyl-cis-4-ethylcyclopentane",octanol_water_partition_coefficient,-,5.42
CCCC(C)(CC)CC(C)C,61868-25-5,C11H24,"2,4-dimethyl-4-ethylheptane",octanol_water_partition_coefficient,-,6.81
CCC(C)C(CC)CC(C)C,61868-28-8,C11H24,"2,5-dimethyl-4-ethylheptane",octanol_water_partition_coefficient,-,6.93
CCCC(CC)C(C)C(C)C,61868-22-2,C11H24,"2,3-dimethyl-4-ethylheptane",octanol_water_partition_coefficient,-,7.02
CCC(CC(C)C)CC(C)C,61868-31-3,C11H24,"2,6-dimethyl-4-ethylheptane",octanol_water_partition_coefficient,-,6.81
CCCC(C)(CC)C(C)CC,61868-35-7,C11H24,"3,4-dimethyl-4-ethylheptane",octanol_water_partition_coefficient,-,7.06
CCCCC(CC)CC(C)(C)C,62183-96-4,C12H26,"2,2-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.22
CCCCC(C)(CC)CC(C)C,62184-04-7,C12H26,"2,4-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.31
CCC(C)C(CC)C(C)CC,61868-38-0,C11H24,"3,5-dimethyl-4-ethylheptane",octanol_water_partition_coefficient,-,7.06
CCC(C)CC(CC)CC(C)C,62183-52-2,C12H26,"2,6-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.28
CCCC(CC)C(C)(C)CC,61868-32-4,C11H24,"3,3-dimethyl-4-ethylheptane",octanol_water_partition_coefficient,-,7.04
CCCCC(CC)C(C)(C)CC,62183-57-7,C12H26,"3,3-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.44
CCCCC(C)(CC)C(C)CC,62183-60-2,C12H26,"3,4-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.5
CCCCC(CC)C(C)C(C)C,62184-00-3,C12H26,"2,3-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.43
CCCC(C)C(CC)CC(C)C,62184-08-1,C12H26,"2,5-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.33
CCC(C)CC(CC)C(C)CC,62183-68-0,C12H26,"3,6-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.41
CCCC(C)C(CC)C(C)CC,62183-64-6,C12H26,"3,5-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.43
CCC(CCC(C)C)CC(C)C,62183-56-6,C12H26,"2,7-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.28
CCCC(C)C(C)(CC)CCC,62183-73-7,C12H26,"4,5-dimethyl-4-ethyloctane",octanol_water_partition_coefficient,-,7.48
CCCC(C)(O)CC(C)C,19549-77-0,C9H20O,"2,4-dimethyl-4-heptanol",octanol_water_partition_coefficient,-,2.69
OC(CC(C)C)CC(C)C,108-82-7,C9H20O,"2,6-dimethyl-4-heptanol",octanol_water_partition_coefficient,-,3.08
CCC(C)C(O)C(C)CC,19549-79-2,C9H20O,"3,5-dimethyl-4-heptanol",octanol_water_partition_coefficient,-,3.07
CCCC(O)CC(C)(C)C,66793-99-5,C9H20O,"2,2-dimethyl-4-heptanol",octanol_water_partition_coefficient,-,2.75
Cc1ccc(C(C)C)cc1C,4132-77-8,C11H16,"1,2-dimethyl-4-isopropylbenzene",octanol_water_partition_coefficient,-,4.52
Cc1ccc(C(C)C)c(C)c1,4706-89-2,C11H16,"1,3-dimethyl-4-isopropylbenzene",octanol_water_partition_coefficient,-,4.46
CCCC(CC(C)(C)C)C(C)C,62185-38-0,C12H26,"2,2-dimethyl-4-isopropylheptane",octanol_water_partition_coefficient,-,7.12
CCCC(O)C(C)(C)CC,19549-78-1,C9H20O,"3,3-dimethyl-4-heptanol",octanol_water_partition_coefficient,-,2.8
CCCC(C(C)C)C(C)C(C)C,62185-40-4,C12H26,"2,3-dimethyl-4-isopropylheptane",octanol_water_partition_coefficient,-,7.33
CCCC(C)(CC(C)C)C(C)C,62185-42-6,C12H26,"2,4-dimethyl-4-isopropylheptane",octanol_water_partition_coefficient,-,7.33
CCC(C)C(CC(C)C)C(C)C,62185-44-8,C12H26,"2,5-dimethyl-4-isopropylheptane",octanol_water_partition_coefficient,-,7.26
CC(C)CC(CC(C)C)C(C)C,35866-89-8,C12H26,"2,6-dimethyl-4-isopropylheptane",octanol_water_partition_coefficient,-,7.14
CCCC(C(C)C)C(C)(C)CC,62185-46-0,C12H26,"3,3-dimethyl-4-isopropylheptane",octanol_water_partition_coefficient,-,7.37
CCCC(C)(C(C)C)C(C)CC,62185-47-1,C12H26,"3,4-dimethyl-4-isopropylheptane",octanol_water_partition_coefficient,-,7.5
CCC(C)C(C(C)C)C(C)CC,62198-89-4,C12H26,"3,5-dimethyl-4-isopropylheptane",octanol_water_partition_coefficient,-,7.37
CCCCC(O)CC(C)(C)C,66719-52-6,C10H22O,"2,2-dimethyl-4-octanol",octanol_water_partition_coefficient,-,3.43
CCCC(C)C(O)CC(C)C,66719-53-7,C10H22O,"2,5-dimethyl-4-octanol",octanol_water_partition_coefficient,-,3.45
CCCCC(C)(O)CC(C)C,33933-79-8,C10H22O,"2,4-dimethyl-4-octanol",octanol_water_partition_coefficient,-,3.45
CCC(C)CC(O)CC(C)C,66719-54-8,C10H22O,"2,6-dimethyl-4-octanol",octanol_water_partition_coefficient,-,3.55
CC(C)CCC(O)CC(C)C,19781-11-4,C10H22O,"2,7-dimethyl-4-octanol",octanol_water_partition_coefficient,-,3.73
CCCCC(C)(O)C(C)CC,66719-30-0,C10H22O,"3,4-dimethyl-4-octanol",octanol_water_partition_coefficient,-,3.45
CCC(C)CC(O)C(C)CC,66719-31-1,C10H22O,"3,6-dimethyl-4-octanol",octanol_water_partition_coefficient,-,3.45
CCCC(C)(O)CC(C)CC,56065-43-1,C10H22O,"4,6-dimethyl-4-octanol",octanol_water_partition_coefficient,-,3.45
CCCC(C)(O)CCC(C)C,19781-13-6,C10H22O,"4,7-dimethyl-4-octanol",octanol_water_partition_coefficient,-,3.48
CCCC1=C(C=C(C=C1)C)C,61827-85-8,C11H16,"1,3-dimethyl-4-propylbenzene",octanol_water_partition_coefficient,-,4.62
CCCc1ccc(C)c(C)c1,3982-66-9,C11H16,"1,2-dimethyl-4-propylbenzene",octanol_water_partition_coefficient,-,4.67
CCCC(CCC)C(C)C(C)C,62185-30-2,C12H26,"2,3-dimethyl-4-propylheptane",octanol_water_partition_coefficient,-,7.37
CCCC(C)(CCC)CC(C)C,62185-31-3,C12H26,"2,4-dimethyl-4-propylheptane",octanol_water_partition_coefficient,-,7.26
CCCC(CCC)CC(C)(C)C,,C12H26,"2,2-dimethyl-4-propylheptane",octanol_water_partition_coefficient,-,7.16
CCCC(CC(C)C)CC(C)C,62185-33-5,C12H26,"2,6-dimethyl-4-propylheptane",octanol_water_partition_coefficient,-,7.17
CCCC(CCC)C(C)(C)CC,62185-34-6,C12H26,"3,3-dimethyl-4-propylheptane",octanol_water_partition_coefficient,-,7.41
CCCC(CC(C)C)C(C)CC,62185-32-4,C12H26,"2,5-dimethyl-4-propylheptane",octanol_water_partition_coefficient,-,7.28
CCCC(C)(CCC)C(C)CC,62185-35-7,C12H26,"3,4-dimethyl-4-propylheptane",octanol_water_partition_coefficient,-,7.44
CCC(CC)CCC(C)(C)C,62016-47-1,C11H24,"2,2-dimethyl-5-ethylheptane",octanol_water_partition_coefficient,-,6.86
CCCC(C(C)CC)C(C)CC,62185-36-8,C12H26,"3,5-dimethyl-4-propylheptane",octanol_water_partition_coefficient,-,7.41
CCC(CC)CC(C)C(C)C,61868-23-3,C11H24,"2,3-dimethyl-5-ethylheptane",octanol_water_partition_coefficient,-,6.99
CCC(CC)CC(C)(C)CC,61868-33-5,C11H24,"3,3-dimethyl-5-ethylheptane",octanol_water_partition_coefficient,-,6.93
CCC(C)(CC)CCC(C)C,61868-29-9,C11H24,"2,5-dimethyl-5-ethylheptane",octanol_water_partition_coefficient,-,6.99
CCC(C)C(C)C(CC)CC,61868-36-8,C11H24,"3,4-dimethyl-5-ethylheptane",octanol_water_partition_coefficient,-,7.08
CCC(CC)C(C)CC(C)C,61868-26-6,C11H24,"2,4-dimethyl-5-ethylheptane",octanol_water_partition_coefficient,-,6.95
CCCC(CC)CCC(C)(C)C,62183-97-5,C12H26,"2,2-dimethyl-5-ethyloctane",octanol_water_partition_coefficient,-,7.26
CCCC(CC)CC(C)C(C)C,62184-01-4,C12H26,"2,3-dimethyl-5-ethyloctane",octanol_water_partition_coefficient,-,7.37
CCCC(C)(CC)CCC(C)C,62184-09-2,C12H26,"2,5-dimethyl-5-ethyloctane",octanol_water_partition_coefficient,-,7.35
CCC(C)C(CC)CCC(C)C,62183-53-3,C12H26,"2,6-dimethyl-5-ethyloctane",octanol_water_partition_coefficient,-,7.39
CCCC(CC)C(C)CC(C)C,62184-05-8,C12H26,"2,4-dimethyl-5-ethyloctane",octanol_water_partition_coefficient,-,7.35
CCCC(CC)CC(C)(C)CC,62183-58-8,C12H26,"3,3-dimethyl-5-ethyloctane",octanol_water_partition_coefficient,-,7.31
CCCC(C)(CC)CC(C)CC,62183-65-7,C12H26,"3,5-dimethyl-5-ethyloctane",octanol_water_partition_coefficient,-,7.28
CCCC(CC)C(C)(C)CCC,62183-70-4,C12H26,"4,4-dimethyl-5-ethyloctane",octanol_water_partition_coefficient,-,7.41
Cc1cc(C)cc(C(C)C)c1,4706-90-5,C11H16,"1,3-dimethyl-5-isopropylbenzene",octanol_water_partition_coefficient,-,4.36
CCCC(CC)C(C)C(C)CC,62183-61-3,C12H26,"3,4-dimethyl-5-ethyloctane",octanol_water_partition_coefficient,-,7.44
CCCc1cc(C)cc(C)c1,3982-64-7,C11H16,"1,3-dimethyl-5-propylbenzene",octanol_water_partition_coefficient,-,4.53
CCC(CC)CCC(C)C(C)C,62184-02-5,C12H26,"2,3-dimethyl-6-ethyloctane",octanol_water_partition_coefficient,-,7.46
CCC(CC)CCCC(C)(C)C,62183-98-6,C12H26,"2,2-dimethyl-6-ethyloctane",octanol_water_partition_coefficient,-,7.35
CCC(C)(CC)CCCC(C)C,62183-54-4,C12H26,"2,6-dimethyl-6-ethyloctane",octanol_water_partition_coefficient,-,7.44
CCC(CC)C(C)CCC(C)C,62183-50-0,C12H26,"2,5-dimethyl-6-ethyloctane",octanol_water_partition_coefficient,-,7.43
CCC(CC)CC(C)CC(C)C,62184-06-9,C12H26,"2,4-dimethyl-6-ethyloctane",octanol_water_partition_coefficient,-,7.33
CCC(CC)CCC(C)(C)CC,62183-59-9,C12H26,"3,3-dimethyl-6-ethyloctane",octanol_water_partition_coefficient,-,7.41
CCC(C)CC(C)C(CC)CC,62183-66-8,C12H26,"3,5-dimethyl-6-ethyloctane",octanol_water_partition_coefficient,-,7.43
CCCC(C)(C)CC(CC)CC,62183-71-5,C12H26,"4,4-dimethyl-6-ethyloctane",octanol_water_partition_coefficient,-,7.31
CCC(CC)CC(C)C(C)CC,62183-62-4,C12H26,"3,4-dimethyl-6-ethyloctane",octanol_water_partition_coefficient,-,7.44
CCC(C)N(C)C,921-04-0,C6H15N,dimethyl-sec-butylamine,octanol_water_partition_coefficient,-,1.35
CN(C)C(C)(C)C,918-02-5,C6H15N,dimethyl-tert-butylamine,octanol_water_partition_coefficient,-,1.26
C(#CC)C,503-17-3,C4H6,dimethylacetylene,octanol_water_partition_coefficient,-,1.46
CCC(C)(C)C=O,2094-75-9,C6H12O,"2,2-dimethylbutanal",octanol_water_partition_coefficient,-,1.26
N(C)C,124-40-3,C2H7N,dimethylamine,octanol_water_partition_coefficient,-,-0.38
CC(C)(C)CC=O,2987-16-8,C6H12O,"3,3-dimethylbutanal",octanol_water_partition_coefficient,-,1.26
C(CC)(C)(C)C,75-83-2,C6H14,"2,2-dimethylbutane",octanol_water_partition_coefficient,-,3.82
C(C(C)C)(C)C,79-29-8,C6H14,"2,3-dimethylbutane",octanol_water_partition_coefficient,-,3.42
CC(C)C(C)C=O,2109-98-0,C6H12O,"2,3-dimethylbutanal",octanol_water_partition_coefficient,-,1.44
N(CCCC)(C)C,927-62-8,C6H15N,dimethylbutylamine,octanol_water_partition_coefficient,-,1.35
CC1(C)CCCCC1,590-66-9,C8H16,"1,1-dimethylcyclohexane",octanol_water_partition_coefficient,-,4.05
C[C@@H]1CCCC[C@@H]1C,'2207-01-4',C8H16,"cis-1,2-dimethylcyclohexane",octanol_water_partition_coefficient,-,4.01
[H]C1(C)CCCC([H])(C)C1,638-04-0,C8H16,"cis-1,3-dimethylcyclohexane",octanol_water_partition_coefficient,-,4.01
C[C@@H]1CCCC[C@H]1C,6876-23-9,C8H16,"trans-1,2-dimethylcyclohexane",octanol_water_partition_coefficient,-,4.01
C[C@@H]1CCC[C@H](C1)C,'2207-03-6',C8H16,"trans-1,3-dimethylcyclohexane",octanol_water_partition_coefficient,-,4.01
CC1CCC(CC1)C,624-29-3,C8H16,"cis-1,4-dimethylcyclohexane",octanol_water_partition_coefficient,-,4.01
CC1CCC(CC1)C,,C8H16,"trans-1,4-dimethylcyclohexane",octanol_water_partition_coefficient,-,4.01
[H]C1(C)CCCC1([H])C,1192-18-3,C7H14,"cis-1,2-dimethylcyclopentane",octanol_water_partition_coefficient,-,3.52
CC1(C)CCCC1,1638-26-2,C7H14,"1,1-dimethylcyclopentane",octanol_water_partition_coefficient,-,3.56
[H]C1(C)CCCC1([H])C,822-50-4,C7H14,"trans-1,2-dimethylcyclopentane",octanol_water_partition_coefficient,-,3.52
[H]C1(C)CCC([H])(C)C1,2532-58-3,C7H14,"cis-1,3-dimethylcyclopentane",octanol_water_partition_coefficient,-,3.52
C[C@@H]1CC[C@H](C1)C,1759-58-6,C7H14,"trans-1,3-dimethylcyclopentane",octanol_water_partition_coefficient,-,3.52
CCCCCCCCC(C)(C)C,17302-37-3,C12H26,"2,2-dimethyldecane",octanol_water_partition_coefficient,-,7.5
CCCCCCCC(C)C(C)C,17312-44-6,C12H26,"2,3-dimethyldecane",octanol_water_partition_coefficient,-,7.6
CCCCCC(C)CCC(C)C,17312-50-4,C12H26,"2,5-dimethyldecane",octanol_water_partition_coefficient,-,7.44
CCCCCCCC(C)(C)CC,17302-38-4,C12H26,"3,3-dimethyldecane",octanol_water_partition_coefficient,-,7.54
CC(C)CCCCCCC(C)C,1002-17-1,C12H26,"2,9-dimethyldecane",octanol_water_partition_coefficient,-,7.56
CCCCCCC(C)CC(C)C,2801-84-5,C12H26,"2,4-dimethyldecane",octanol_water_partition_coefficient,-,7.48
CCCCCCC(C)(C)CCC,17312-39-9,C12H26,"4,4-dimethyldecane",octanol_water_partition_coefficient,-,7.46
CCCCCC(C)C(C)CCC,17312-46-8,C12H26,"4,5-dimethyldecane",octanol_water_partition_coefficient,-,7.52
CCCCCC(C)CC(C)CC,17312-48-0,C12H26,"3,5-dimethyldecane",octanol_water_partition_coefficient,-,7.48
CCCC(C)CCCC(C)CC,17312-54-8,C12H26,"3,7-dimethyldecane",octanol_water_partition_coefficient,-,7.52
CCCCC(C)CCC(C)CC,17312-53-7,C12H26,"3,6-dimethyldecane",octanol_water_partition_coefficient,-,7.5
CCC(C)CCCCC(C)CC,17312-55-9,C12H26,"3,8-dimethyldecane",octanol_water_partition_coefficient,-,7.58
CCCCC(C)CC(C)CCC,17312-49-1,C12H26,"4,6-dimethyldecane",octanol_water_partition_coefficient,-,7.44
CCCCC(C)CCCC(C)C,13150-81-7,C12H26,"2,6-dimethyldecane",octanol_water_partition_coefficient,-,7.44
CCCCCC(C)(C)CCCC,17453-92-8,C12H26,"5,5-dimethyldecane",octanol_water_partition_coefficient,-,7.43
CCCCCCCCCCC(C)(C)C,49598-54-1,C14H30,"2,2-dimethyldodecane",octanol_water_partition_coefficient,-,8.16
CCCC(C)CCCCC(C)C,17312-51-5,C12H26,"2,7-dimethyldecane",octanol_water_partition_coefficient,-,7.52
CCCC(C)CCC(C)CCC,17312-56-0,C12H26,"4,7-dimethyldecane",octanol_water_partition_coefficient,-,7.46
N(CCCCCCCCCCCC)(C)C,112-18-5,C14H31N,dimethyldodecylamine,octanol_water_partition_coefficient,-,4.33
CCCCCCCCC(C)CC(C)C,6117-99-3,C14H30,"2,4-dimethyldodecane",octanol_water_partition_coefficient,-,8.09
O(C)C,115-10-6,C2H6O,dimethyl ether,octanol_water_partition_coefficient,-,0.1
CCCCC(C)C(C)CCCC,1636-43-7,C12H26,"5,6-dimethyldecane",octanol_water_partition_coefficient,-,7.5
CN(C)CCO,108-01-0,C4H11NO,dimethylethanolamine,octanol_water_partition_coefficient,-,-0.94
CCCCCCC(C)C(C)CC,17312-45-7,C12H26,"3,4-dimethyldecane",octanol_water_partition_coefficient,-,7.58
CCCCCCCCCC(C)C(C)C,6117-98-2,C14H30,"2,3-dimethyldodecane",octanol_water_partition_coefficient,-,8.23
CCCCCC(C)(C)C,1071-26-7,C9H20,"2,2-dimethylheptane",octanol_water_partition_coefficient,-,4.65
CCC(C)CCCCCC(C)C,17312-52-6,C12H26,"2,8-dimethyldecane",octanol_water_partition_coefficient,-,7.56
CCCCC(C)C(C)C,3074-71-3,C9H20,"2,3-dimethylheptane",octanol_water_partition_coefficient,-,4.65
CCCC(C)CC(C)C,2213-23-2,C9H20,"2,4-dimethylheptane",octanol_water_partition_coefficient,-,4.65
CCCCCCCCCCN(C)C,1120-24-7,C12H27N,dimethyldecylamine,octanol_water_partition_coefficient,-,4.01
CCC(C)CCC(C)C,2216-30-0,C9H20,"2,5-dimethylheptane",octanol_water_partition_coefficient,-,4.65
CCC(C)CC(C)CC,926-82-9,C9H20,"3,5-dimethylheptane",octanol_water_partition_coefficient,-,4.65
CCCCCCCN(C)C,'5277-11-2',C9H21N,dimethylheptylamine,octanol_water_partition_coefficient,-,2.75
CCC(C)CCCCC(C)C,17302-29-3,C11H24,"2,7-dimethylnonane",octanol_water_partition_coefficient,-,7.04
CC(C)CN(C)C,7239-24-9,C6H15N,dimethylisobutylamine,octanol_water_partition_coefficient,-,1.07
CCCC(C)(C)CCC,1068-19-5,C9H20,"4,4-dimethylheptane",octanol_water_partition_coefficient,-,4.65
CCC(C)C(C)CC,583-48-2,C8H18,"3,4-dimethylhexane",octanol_water_partition_coefficient,-,4.12
CC(C)CCC(C)C,592-13-2,C8H18,"2,5-dimethylhexane",octanol_water_partition_coefficient,-,4.12
c12c(ccc(C)c1C)cccc2,573-98-8,C12H12,"1,2-dimethylnaphthalene",octanol_water_partition_coefficient,-,4.31
c1c(c2c(cc1C)cccc2)C,575-41-7,C12H12,"1,3-dimethylnaphthalene",octanol_water_partition_coefficient,-,4.42
c12c(cccc1)c(ccc2C)C,571-58-4,C12H12,"1,4-dimethylnaphthalene",octanol_water_partition_coefficient,-,4.37
c12c(cccc1C)c(ccc2)C,571-61-9,C12H12,"1,5-dimethylnaphthalene",octanol_water_partition_coefficient,-,4.38
CCC(C)CC(C)C,589-43-5,C8H18,"2,4-dimethylhexane",octanol_water_partition_coefficient,-,1.9
CCCC(C)C(C)CC,922-28-1,C9H20,"3,4-dimethylheptane",octanol_water_partition_coefficient,-,4.65
CC(C)CCCC(C)C,1072-05-5,C9H20,"2,6-dimethylheptane",octanol_water_partition_coefficient,-,4.65
CCCCC(C)(C)C,590-73-8,C8H18,"2,2-dimethylhexane",octanol_water_partition_coefficient,-,4.16
CCCC(C)C(C)C,584-94-1,C8H18,"2,3-dimethylhexane",octanol_water_partition_coefficient,-,4.12
CCCC(C)(C)CC,563-16-6,C8H18,"3,3-dimethylhexane",octanol_water_partition_coefficient,-,4.16
CCCCCCN(C)C,'4385-04-0',C8H19N,dimethylhexylamine,octanol_water_partition_coefficient,-,2.68
c1c2c(cc(C)c1C)cccc2,581-40-8,C12H12,"2,3-dimethylnaphthalene",octanol_water_partition_coefficient,-,4.4
c1c2c(cc(cc2)C)ccc1C,581-42-0,C12H12,"2,6-dimethylnaphthalene",octanol_water_partition_coefficient,-,4.31
CCCCCCCC(C)(C)C,17302-14-6,C11H24,"2,2-dimethylnonane",octanol_water_partition_coefficient,-,7.04
CCCCCCC(C)C(C)C,'2884-06-2',C11H24,"2,3-dimethylnonane",octanol_water_partition_coefficient,-,7.17
CCCCCC(C)CC(C)C,17302-24-8,C11H24,"2,4-dimethylnonane",octanol_water_partition_coefficient,-,6.99
CCCCC(C)CCC(C)C,17302-27-1,C11H24,"2,5-dimethylnonane",octanol_water_partition_coefficient,-,7.02
CCCC(C)CCCC(C)C,17302-28-2,C11H24,"2,6-dimethylnonane",octanol_water_partition_coefficient,-,7.02
CC(C)CCCCCC(C)C,17302-30-6,C11H24,"2,8-dimethylnonane",octanol_water_partition_coefficient,-,7.1
CCCCCCC(C)(C)CC,17302-15-7,C11H24,"3,3-dimethylnonane",octanol_water_partition_coefficient,-,7.08
CCCCCC(C)C(C)CC,17302-22-6,C11H24,"3,4-dimethylnonane",octanol_water_partition_coefficient,-,7.14
CCCCC(C)CC(C)CC,17302-25-9,C11H24,"3,5-dimethylnonane",octanol_water_partition_coefficient,-,7.04
CCCC(C)CCC(C)CC,17302-31-7,C11H24,"3,6-dimethylnonane",octanol_water_partition_coefficient,-,7.08
CCC(C)CCCC(C)CC,17302-32-8,C11H24,"3,7-dimethylnonane",octanol_water_partition_coefficient,-,7.12
CCCCCC(C)(C)CCC,17302-18-0,C11H24,"4,4-dimethylnonane",octanol_water_partition_coefficient,-,6.99
